name_1,date_1,name_2,date_2,name_3,date_3,alternatives,context,correct_date,correct_temperature,correct_temperature_label,correct_answer
Maria,2019-02-12,Aaron,2019-07-14,Leon,2019-05-17,"['Maria', 'Aaron', 'Leon']",Maria took an exam on the 12th of February. Aaron took an exam on the 14th of July. Leon took an exam on the 17th of May. The only person that took an exam in a cold month is,2019-02-12,cold,0,Maria
Tyler,2019-07-22,Fred,2019-04-02,Blake,2019-10-11,"['Tyler', 'Fred', 'Blake']",Tyler took a ferry on the 22nd of July. Fred took a ferry on the 2nd of April. Blake took a ferry on the 11th of October. The only person that took a ferry in a cold month is,2019-04-02,cold,0,Fred
Joy,2019-02-25,Dean,2019-07-07,Walker,2019-07-08,"['Joy', 'Dean', 'Walker']",Joy went to a Thai restaurant on the 25th of February. Dean went to a Thai restaurant on the 7th of July. Walker went to a Thai restaurant on the 8th of July. The only person that went to a Thai restaurant in a cold month is,2019-02-25,cold,0,Joy
Martin,2019-02-06,Kyle,2019-12-03,Henry,2019-05-22,"['Martin', 'Kyle', 'Henry']",Martin arrived in the US on the 6th of February. Kyle arrived in the US on the 3rd of December. Henry arrived in the US on the 22nd of May. The only person that arrived in the US in a warm month is,2019-05-22,warm,1,Henry
George,2019-08-15,Maria,2019-06-19,Emily,2019-03-18,"['George', 'Maria', 'Emily']",George took a train on the 15th of August. Maria took a train on the 19th of June. Emily took a train on the 18th of March. The only person that took a train in a cold month is,2019-03-18,cold,0,Emily
Matt,2019-08-29,Marco,2019-12-20,Grant,2019-02-03,"['Matt', 'Marco', 'Grant']",Matt went to a Thai restaurant on the 29th of August. Marco went to a Thai restaurant on the 20th of December. Grant went to a Thai restaurant on the 3rd of February. The only person that went to a Thai restaurant in a warm month is,2019-08-29,warm,1,Matt
Max,2019-09-02,Kyle,2019-05-14,Hope,2019-04-13,"['Max', 'Kyle', 'Hope']",Max took a plane on the 2nd of September. Kyle took a plane on the 14th of May. Hope took a plane on the 13th of April. The only person that took a plane in a cold month is,2019-04-13,cold,0,Hope
Alex,2019-02-18,Brandon,2019-08-14,Henry,2019-03-30,"['Alex', 'Brandon', 'Henry']",Alex sold their car on the 18th of February. Brandon sold their car on the 14th of August. Henry sold their car on the 30th of March. The only person that sold their car in a warm month is,2019-08-14,warm,1,Brandon
Aaron,2019-03-20,April,2019-02-06,John,2019-07-11,"['Aaron', 'April', 'John']",Aaron had a picnic on the 20th of March. April had a picnic on the 6th of February. John had a picnic on the 11th of July. The only person that had a picnic in a warm month is,2019-07-11,warm,1,John
Laura,2019-03-21,Brandon,2019-06-04,Leon,2019-08-27,"['Laura', 'Brandon', 'Leon']",Laura donated blood on the 21st of March. Brandon donated blood on the 4th of June. Leon donated blood on the 27th of August. The only person that donated blood in a cold month is,2019-03-21,cold,0,Laura
Henry,2019-08-16,Joy,2019-04-02,Jack,2019-01-04,"['Henry', 'Joy', 'Jack']",Henry moved to a new city on the 16th of August. Joy moved to a new city on the 2nd of April. Jack moved to a new city on the 4th of January. The only person that moved to a new city in a warm month is,2019-08-16,warm,1,Henry
John,2019-11-16,Grant,2019-05-18,William,2019-10-25,"['John', 'Grant', 'William']",John compiled the spreadsheet on the 16th of November. Grant compiled the spreadsheet on the 18th of May. William compiled the spreadsheet on the 25th of October. The only person that compiled the spreadsheet in a cold month is,2019-11-16,cold,0,John
Hope,2019-04-02,Walker,2019-07-24,Henry,2019-01-29,"['Hope', 'Walker', 'Henry']",Hope visited a new city on the 2nd of April. Walker visited a new city on the 24th of July. Henry visited a new city on the 29th of January. The only person that visited a new city in a warm month is,2019-07-24,warm,1,Walker
Jason,2019-04-12,Ryan,2019-10-22,Grant,2019-08-27,"['Jason', 'Ryan', 'Grant']",Jason took a walk in the park on the 12th of April. Ryan took a walk in the park on the 22nd of October. Grant took a walk in the park on the 27th of August. The only person that took a walk in the park in a cold month is,2019-04-12,cold,0,Jason
Aaron,2019-05-15,Matt,2019-03-19,Jason,2019-10-14,"['Aaron', 'Matt', 'Jason']",Aaron arrived in Canada on the 15th of May. Matt arrived in Canada on the 19th of March. Jason arrived in Canada on the 14th of October. The only person that arrived in Canada in a cold month is,2019-03-19,cold,0,Matt
Robert,2019-04-08,Luke,2019-08-03,Josh,2019-12-16,"['Robert', 'Luke', 'Josh']",Robert washed the car on the 8th of April. Luke washed the car on the 3rd of August. Josh washed the car on the 16th of December. The only person that washed the car in a warm month is,2019-08-03,warm,1,Luke
Ryan,2019-01-25,Luke,2019-10-11,Steve,2019-02-14,"['Ryan', 'Luke', 'Steve']",Ryan arrived in the US on the 25th of January. Luke arrived in the US on the 11th of October. Steve arrived in the US on the 14th of February. The only person that arrived in the US in a warm month is,2019-10-11,warm,1,Luke
Steve,2019-06-13,Walker,2019-07-08,Andrew,2019-03-12,"['Steve', 'Walker', 'Andrew']",Steve played beer pong on the 13th of June. Walker played beer pong on the 8th of July. Andrew played beer pong on the 12th of March. The only person that played beer pong in a cold month is,2019-03-12,cold,0,Andrew
Richard,2019-03-04,Luke,2019-10-11,Frank,2019-07-31,"['Richard', 'Luke', 'Frank']",Richard got a haircut on the 4th of March. Luke got a haircut on the 11th of October. Frank got a haircut on the 31st of July. The only person that got a haircut in a cold month is,2019-03-04,cold,0,Richard
Kyle,2019-03-25,Martin,2019-12-03,Kevin,2019-05-24,"['Kyle', 'Martin', 'Kevin']",Kyle cleaned the attic on the 25th of March. Martin cleaned the attic on the 3rd of December. Kevin cleaned the attic on the 24th of May. The only person that cleaned the attic in a warm month is,2019-05-24,warm,1,Kevin
Scott,2019-08-12,George,2019-01-08,Connor,2019-01-11,"['Scott', 'George', 'Connor']",Scott received a promotion on the 12th of August. George received a promotion on the 8th of January. Connor received a promotion on the 11th of January. The only person that received a promotion in a warm month is,2019-08-12,warm,1,Scott
Dean,2019-11-07,Dallas,2019-10-16,Frank,2019-09-24,"['Dean', 'Dallas', 'Frank']",Dean compiled the spreadsheet on the 7th of November. Dallas compiled the spreadsheet on the 16th of October. Frank compiled the spreadsheet on the 24th of September. The only person that compiled the spreadsheet in a cold month is,2019-11-07,cold,0,Dean
Emily,2019-09-24,Martin,2019-01-10,Fred,2019-03-25,"['Emily', 'Martin', 'Fred']",Emily ironed the clothes on the 24th of September. Martin ironed the clothes on the 10th of January. Fred ironed the clothes on the 25th of March. The only person that ironed the clothes in a warm month is,2019-09-24,warm,1,Emily
Hope,2019-04-02,Fred,2019-05-08,Robert,2019-03-13,"['Hope', 'Fred', 'Robert']",Hope donated blood on the 2nd of April. Fred donated blood on the 8th of May. Robert donated blood on the 13th of March. The only person that donated blood in a warm month is,2019-05-08,warm,1,Fred
Laura,2019-08-10,Dean,2019-07-07,Peter,2019-01-06,"['Laura', 'Dean', 'Peter']",Laura bought a new car on the 10th of August. Dean bought a new car on the 7th of July. Peter bought a new car on the 6th of January. The only person that bought a new car in a cold month is,2019-01-06,cold,0,Peter
Andrew,2019-08-24,Connor,2019-11-16,Rachel,2019-09-06,"['Andrew', 'Connor', 'Rachel']",Andrew cooked lasagna on the 24th of August. Connor cooked lasagna on the 16th of November. Rachel cooked lasagna on the 6th of September. The only person that cooked lasagna in a cold month is,2019-11-16,cold,0,Connor
Laura,2019-07-26,Maria,2019-10-20,Dallas,2019-12-04,"['Laura', 'Maria', 'Dallas']",Laura donated blood on the 26th of July. Maria donated blood on the 20th of October. Dallas donated blood on the 4th of December. The only person that donated blood in a cold month is,2019-12-04,cold,0,Dallas
Scott,2019-12-21,Richard,2019-12-10,Andrew,2019-05-13,"['Scott', 'Richard', 'Andrew']",Scott built a desktop computer on the 21st of December. Richard built a desktop computer on the 10th of December. Andrew built a desktop computer on the 13th of May. The only person that built a desktop computer in a warm month is,2019-05-13,warm,1,Andrew
Robert,2019-03-13,Richard,2019-08-21,Maria,2019-06-28,"['Robert', 'Richard', 'Maria']",Robert arrived in the UK on the 13th of March. Richard arrived in the UK on the 21st of August. Maria arrived in the UK on the 28th of June. The only person that arrived in the UK in a cold month is,2019-03-13,cold,0,Robert
Luke,2019-01-05,Alice,2019-09-29,Peter,2019-10-05,"['Luke', 'Alice', 'Peter']",Luke went to a Chinese restaurant on the 5th of January. Alice went to a Chinese restaurant on the 29th of September. Peter went to a Chinese restaurant on the 5th of October. The only person that went to a Chinese restaurant in a cold month is,2019-01-05,cold,0,Luke
Aaron,2019-10-05,Andrew,2019-01-25,John,2019-10-22,"['Aaron', 'Andrew', 'John']",Aaron went to the museum on the 5th of October. Andrew went to the museum on the 25th of January. John went to the museum on the 22nd of October. The only person that went to the museum in a cold month is,2019-01-25,cold,0,Andrew
Martin,2019-04-21,Rachel,2019-02-07,Kevin,2019-05-10,"['Martin', 'Rachel', 'Kevin']",Martin received a letter on the 21st of April. Rachel received a letter on the 7th of February. Kevin received a letter on the 10th of May. The only person that received a letter in a warm month is,2019-05-10,warm,1,Kevin
Josh,2019-09-11,Peter,2019-05-14,Matt,2019-11-19,"['Josh', 'Peter', 'Matt']",Josh cooked cheesecake on the 11th of September. Peter cooked cheesecake on the 14th of May. Matt cooked cheesecake on the 19th of November. The only person that cooked cheesecake in a cold month is,2019-11-19,cold,0,Matt
Rachel,2019-03-25,Matt,2019-06-16,George,2019-05-09,"['Rachel', 'Matt', 'George']",Rachel called a friend on the 25th of March. Matt called a friend on the 16th of June. George called a friend on the 9th of May. The only person that called a friend in a cold month is,2019-03-25,cold,0,Rachel
Fred,2019-06-08,April,2019-05-31,Hunter,2019-11-27,"['Fred', 'April', 'Hunter']",Fred arrived in Spain on the 8th of June. April arrived in Spain on the 31st of May. Hunter arrived in Spain on the 27th of November. The only person that arrived in Spain in a cold month is,2019-11-27,cold,0,Hunter
Dean,2019-12-10,Dallas,2019-01-22,Andrew,2019-05-07,"['Dean', 'Dallas', 'Andrew']",Dean cleaned the garage on the 10th of December. Dallas cleaned the garage on the 22nd of January. Andrew cleaned the garage on the 7th of May. The only person that cleaned the garage in a warm month is,2019-05-07,warm,1,Andrew
Walker,2019-06-22,Ian,2019-06-29,Kyle,2019-03-11,"['Walker', 'Ian', 'Kyle']",Walker went to a Mexican restaurant on the 22nd of June. Ian went to a Mexican restaurant on the 29th of June. Kyle went to a Mexican restaurant on the 11th of March. The only person that went to a Mexican restaurant in a cold month is,2019-03-11,cold,0,Kyle
Josh,2019-11-02,Alice,2019-11-07,George,2019-08-15,"['Josh', 'Alice', 'George']",Josh went to the gym on the 2nd of November. Alice went to the gym on the 7th of November. George went to the gym on the 15th of August. The only person that went to the gym in a warm month is,2019-08-15,warm,1,George
Tyler,2019-09-05,Scott,2019-07-07,Robert,2019-12-19,"['Tyler', 'Scott', 'Robert']",Tyler watered the plants on the 5th of September. Scott watered the plants on the 7th of July. Robert watered the plants on the 19th of December. The only person that watered the plants in a cold month is,2019-12-19,cold,0,Robert
Fred,2019-06-15,Rose,2019-03-31,Blake,2019-10-11,"['Fred', 'Rose', 'Blake']",Fred sent a postcard on the 15th of June. Rose sent a postcard on the 31st of March. Blake sent a postcard on the 11th of October. The only person that sent a postcard in a cold month is,2019-03-31,cold,0,Rose
Rachel,2019-06-07,Michael,2019-03-03,Richard,2019-04-12,"['Rachel', 'Michael', 'Richard']",Rachel had a barbecue on the 7th of June. Michael had a barbecue on the 3rd of March. Richard had a barbecue on the 12th of April. The only person that had a barbecue in a warm month is,2019-06-07,warm,1,Rachel
Dallas,2019-06-02,Jerry,2019-02-04,Robert,2019-04-07,"['Dallas', 'Jerry', 'Robert']",Dallas received a letter on the 2nd of June. Jerry received a letter on the 4th of February. Robert received a letter on the 7th of April. The only person that received a letter in a warm month is,2019-06-02,warm,1,Dallas
Jerry,2019-02-01,Matt,2019-11-19,Aaron,2019-06-29,"['Jerry', 'Matt', 'Aaron']",Jerry mowed the lawn on the 1st of February. Matt mowed the lawn on the 19th of November. Aaron mowed the lawn on the 29th of June. The only person that mowed the lawn in a warm month is,2019-06-29,warm,1,Aaron
Walker,2019-01-21,Fred,2019-06-15,Scott,2019-12-20,"['Walker', 'Fred', 'Scott']",Walker arrived in France on the 21st of January. Fred arrived in France on the 15th of June. Scott arrived in France on the 20th of December. The only person that arrived in France in a warm month is,2019-06-15,warm,1,Fred
Robert,2019-04-07,Jerry,2019-11-30,Jason,2019-06-23,"['Robert', 'Jerry', 'Jason']",Robert took a boat on the 7th of April. Jerry took a boat on the 30th of November. Jason took a boat on the 23rd of June. The only person that took a boat in a warm month is,2019-06-23,warm,1,Jason
Rose,2019-03-15,Hope,2019-06-11,Blake,2019-01-03,"['Rose', 'Hope', 'Blake']",Rose passed an exam on the 15th of March. Hope passed an exam on the 11th of June. Blake passed an exam on the 3rd of January. The only person that passed an exam in a warm month is,2019-06-11,warm,1,Hope
April,2019-09-14,Jason,2019-11-29,Frank,2019-07-29,"['April', 'Jason', 'Frank']",April repotted the plants on the 14th of September. Jason repotted the plants on the 29th of November. Frank repotted the plants on the 29th of July. The only person that repotted the plants in a cold month is,2019-11-29,cold,0,Jason
Maria,2019-05-23,Josh,2019-10-08,William,2019-04-27,"['Maria', 'Josh', 'William']",Maria cooked lasagna on the 23rd of May. Josh cooked lasagna on the 8th of October. William cooked lasagna on the 27th of April. The only person that cooked lasagna in a cold month is,2019-04-27,cold,0,William
Luke,2019-08-03,Dean,2019-11-07,Neil,2019-03-04,"['Luke', 'Dean', 'Neil']",Luke cleaned the windows on the 3rd of August. Dean cleaned the windows on the 7th of November. Neil cleaned the windows on the 4th of March. The only person that cleaned the windows in a warm month is,2019-08-03,warm,1,Luke
Rose,2019-03-31,Joy,2019-01-12,Max,2019-10-02,"['Rose', 'Joy', 'Max']",Rose went to the zoo on the 31st of March. Joy went to the zoo on the 12th of January. Max went to the zoo on the 2nd of October. The only person that went to the zoo in a warm month is,2019-10-02,warm,1,Max
Walker,2019-06-22,Blake,2019-12-04,Martin,2019-04-21,"['Walker', 'Blake', 'Martin']",Walker took a taxi on the 22nd of June. Blake took a taxi on the 4th of December. Martin took a taxi on the 21st of April. The only person that took a taxi in a warm month is,2019-06-22,warm,1,Walker
Jason,2019-04-12,Robert,2019-08-17,Hope,2019-12-29,"['Jason', 'Robert', 'Hope']",Jason went hiking on the 12th of April. Robert went hiking on the 17th of August. Hope went hiking on the 29th of December. The only person that went hiking in a warm month is,2019-08-17,warm,1,Robert
Richard,2019-01-22,Hunter,2019-02-12,Emily,2019-10-01,"['Richard', 'Hunter', 'Emily']",Richard cleaned the basement on the 22nd of January. Hunter cleaned the basement on the 12th of February. Emily cleaned the basement on the 1st of October. The only person that cleaned the basement in a warm month is,2019-10-01,warm,1,Emily
Robert,2019-04-07,Rachel,2019-12-14,Jerry,2019-10-20,"['Robert', 'Rachel', 'Jerry']",Robert donated toys on the 7th of April. Rachel donated toys on the 14th of December. Jerry donated toys on the 20th of October. The only person that donated toys in a warm month is,2019-10-20,warm,1,Jerry
Marco,2019-06-10,Joy,2019-12-21,Tyler,2019-07-22,"['Marco', 'Joy', 'Tyler']",Marco went hiking on the 10th of June. Joy went hiking on the 21st of December. Tyler went hiking on the 22nd of July. The only person that went hiking in a cold month is,2019-12-21,cold,0,Joy
Connor,2019-07-12,Josh,2019-12-14,Ryan,2019-06-09,"['Connor', 'Josh', 'Ryan']",Connor visited a new country on the 12th of July. Josh visited a new country on the 14th of December. Ryan visited a new country on the 9th of June. The only person that visited a new country in a cold month is,2019-12-14,cold,0,Josh
Blake,2019-08-15,Neil,2019-03-17,Richard,2019-01-08,"['Blake', 'Neil', 'Richard']",Blake took an exam on the 15th of August. Neil took an exam on the 17th of March. Richard took an exam on the 8th of January. The only person that took an exam in a warm month is,2019-08-15,warm,1,Blake
Bob,2019-11-07,Martin,2019-12-03,Michael,2019-08-12,"['Bob', 'Martin', 'Michael']",Bob won the lottery on the 7th of November. Martin won the lottery on the 3rd of December. Michael won the lottery on the 12th of August. The only person that won the lottery in a warm month is,2019-08-12,warm,1,Michael
Jack,2019-07-10,Richard,2019-01-22,Dallas,2019-01-31,"['Jack', 'Richard', 'Dallas']",Jack arrived in Germany on the 10th of July. Richard arrived in Germany on the 22nd of January. Dallas arrived in Germany on the 31st of January. The only person that arrived in Germany in a warm month is,2019-07-10,warm,1,Jack
Robert,2019-05-31,Rachel,2019-07-04,Charlie,2019-03-23,"['Robert', 'Rachel', 'Charlie']",Robert arrived in Italy on the 31st of May. Rachel arrived in Italy on the 4th of July. Charlie arrived in Italy on the 23rd of March. The only person that arrived in Italy in a cold month is,2019-03-23,cold,0,Charlie
Richard,2019-12-20,Hunter,2019-02-28,Ryan,2019-08-18,"['Richard', 'Hunter', 'Ryan']",Richard went fishing on the 20th of December. Hunter went fishing on the 28th of February. Ryan went fishing on the 18th of August. The only person that went fishing in a warm month is,2019-08-18,warm,1,Ryan
Jack,2019-07-10,Kevin,2019-01-03,Bob,2019-01-22,"['Jack', 'Kevin', 'Bob']",Jack went to a festival on the 10th of July. Kevin went to a festival on the 3rd of January. Bob went to a festival on the 22nd of January. The only person that went to a festival in a warm month is,2019-07-10,warm,1,Jack
Jerry,2019-10-11,Maria,2019-09-14,Michael,2019-04-15,"['Jerry', 'Maria', 'Michael']",Jerry played chess on the 11th of October. Maria played chess on the 14th of September. Michael played chess on the 15th of April. The only person that played chess in a cold month is,2019-04-15,cold,0,Michael
Laura,2019-09-27,Jason,2019-11-29,Matt,2019-08-29,"['Laura', 'Jason', 'Matt']",Laura got a birthday gift on the 27th of September. Jason got a birthday gift on the 29th of November. Matt got a birthday gift on the 29th of August. The only person that got a birthday gift in a cold month is,2019-11-29,cold,0,Jason
Andrew,2019-01-19,Martin,2019-02-06,Michael,2019-07-19,"['Andrew', 'Martin', 'Michael']",Andrew got a raise on the 19th of January. Martin got a raise on the 6th of February. Michael got a raise on the 19th of July. The only person that got a raise in a warm month is,2019-07-19,warm,1,Michael
Dallas,2019-06-02,Leon,2019-03-11,Charlie,2019-12-02,"['Dallas', 'Leon', 'Charlie']",Dallas received a letter on the 2nd of June. Leon received a letter on the 11th of March. Charlie received a letter on the 2nd of December. The only person that received a letter in a warm month is,2019-06-02,warm,1,Dallas
Frank,2019-02-20,Neil,2019-05-24,Rachel,2019-09-17,"['Frank', 'Neil', 'Rachel']",Frank bought a new phone on the 20th of February. Neil bought a new phone on the 24th of May. Rachel bought a new phone on the 17th of September. The only person that bought a new phone in a cold month is,2019-02-20,cold,0,Frank
Fred,2019-01-11,Andrew,2019-06-18,Ryan,2019-10-22,"['Fred', 'Andrew', 'Ryan']",Fred bought a new phone on the 11th of January. Andrew bought a new phone on the 18th of June. Ryan bought a new phone on the 22nd of October. The only person that bought a new phone in a cold month is,2019-01-11,cold,0,Fred
Josh,2019-02-18,Luke,2019-08-03,Fred,2019-04-17,"['Josh', 'Luke', 'Fred']",Josh sent a package on the 18th of February. Luke sent a package on the 3rd of August. Fred sent a package on the 17th of April. The only person that sent a package in a warm month is,2019-08-03,warm,1,Luke
Rachel,2019-09-17,Scott,2019-01-09,Connor,2019-10-17,"['Rachel', 'Scott', 'Connor']",Rachel took a plane on the 17th of September. Scott took a plane on the 9th of January. Connor took a plane on the 17th of October. The only person that took a plane in a cold month is,2019-01-09,cold,0,Scott
Michael,2019-12-16,Maria,2019-05-15,Tyler,2019-06-23,"['Michael', 'Maria', 'Tyler']",Michael won a prize on the 16th of December. Maria won a prize on the 15th of May. Tyler won a prize on the 23rd of June. The only person that won a prize in a cold month is,2019-12-16,cold,0,Michael
Henry,2019-06-14,Laura,2019-08-10,William,2019-03-23,"['Henry', 'Laura', 'William']",Henry planted a tree on the 14th of June. Laura planted a tree on the 10th of August. William planted a tree on the 23rd of March. The only person that planted a tree in a cold month is,2019-03-23,cold,0,William
Leon,2019-03-30,Robert,2019-08-17,Tyler,2019-03-09,"['Leon', 'Robert', 'Tyler']",Leon repotted the plants on the 30th of March. Robert repotted the plants on the 17th of August. Tyler repotted the plants on the 9th of March. The only person that repotted the plants in a warm month is,2019-08-17,warm,1,Robert
Steve,2019-08-18,Rachel,2019-08-01,Scott,2019-01-09,"['Steve', 'Rachel', 'Scott']",Steve took an exam on the 18th of August. Rachel took an exam on the 1st of August. Scott took an exam on the 9th of January. The only person that took an exam in a cold month is,2019-01-09,cold,0,Scott
Max,2019-01-16,Bob,2019-07-12,Richard,2019-10-22,"['Max', 'Bob', 'Richard']",Max called a friend on the 16th of January. Bob called a friend on the 12th of July. Richard called a friend on the 22nd of October. The only person that called a friend in a cold month is,2019-01-16,cold,0,Max
Scott,2019-06-08,Connor,2019-03-11,Martin,2019-08-24,"['Scott', 'Connor', 'Martin']",Scott arrived in the UK on the 8th of June. Connor arrived in the UK on the 11th of March. Martin arrived in the UK on the 24th of August. The only person that arrived in the UK in a cold month is,2019-03-11,cold,0,Connor
Aaron,2019-06-30,Fred,2019-04-17,Grant,2019-02-26,"['Aaron', 'Fred', 'Grant']",Aaron went to a concert on the 30th of June. Fred went to a concert on the 17th of April. Grant went to a concert on the 26th of February. The only person that went to a concert in a warm month is,2019-06-30,warm,1,Aaron
Scott,2019-07-30,John,2019-07-17,Blake,2019-11-05,"['Scott', 'John', 'Blake']",Scott attended a graduation on the 30th of July. John attended a graduation on the 17th of July. Blake attended a graduation on the 5th of November. The only person that attended a graduation in a cold month is,2019-11-05,cold,0,Blake
Hunter,2019-02-28,Henry,2019-08-27,Aaron,2019-04-22,"['Hunter', 'Henry', 'Aaron']",Hunter sent a package on the 28th of February. Henry sent a package on the 27th of August. Aaron sent a package on the 22nd of April. The only person that sent a package in a warm month is,2019-08-27,warm,1,Henry
Kyle,2019-09-16,Alice,2019-09-29,Aaron,2019-03-10,"['Kyle', 'Alice', 'Aaron']",Kyle arrived in Germany on the 16th of September. Alice arrived in Germany on the 29th of September. Aaron arrived in Germany on the 10th of March. The only person that arrived in Germany in a cold month is,2019-03-10,cold,0,Aaron
Marco,2019-12-20,Walker,2019-09-16,Laura,2019-07-26,"['Marco', 'Walker', 'Laura']",Marco painted a mural on the 20th of December. Walker painted a mural on the 16th of September. Laura painted a mural on the 26th of July. The only person that painted a mural in a cold month is,2019-12-20,cold,0,Marco
George,2019-09-09,Walker,2019-03-20,Jack,2019-08-21,"['George', 'Walker', 'Jack']",George painted a mural on the 9th of September. Walker painted a mural on the 20th of March. Jack painted a mural on the 21st of August. The only person that painted a mural in a cold month is,2019-03-20,cold,0,Walker
Josh,2019-09-11,Ryan,2019-11-22,Andrew,2019-09-27,"['Josh', 'Ryan', 'Andrew']",Josh went to the zoo on the 11th of September. Ryan went to the zoo on the 22nd of November. Andrew went to the zoo on the 27th of September. The only person that went to the zoo in a cold month is,2019-11-22,cold,0,Ryan
Jerry,2019-11-23,Richard,2019-08-02,Mark,2019-09-11,"['Jerry', 'Richard', 'Mark']",Jerry repotted the plants on the 23rd of November. Richard repotted the plants on the 2nd of August. Mark repotted the plants on the 11th of September. The only person that repotted the plants in a cold month is,2019-11-23,cold,0,Jerry
Jerry,2019-09-30,Alice,2019-02-11,Marco,2019-06-10,"['Jerry', 'Alice', 'Marco']",Jerry filled out the application on the 30th of September. Alice filled out the application on the 11th of February. Marco filled out the application on the 10th of June. The only person that filled out the application in a cold month is,2019-02-11,cold,0,Alice
Tyler,2019-08-30,Fred,2019-04-17,Marco,2019-06-10,"['Tyler', 'Fred', 'Marco']",Tyler had a picnic on the 30th of August. Fred had a picnic on the 17th of April. Marco had a picnic on the 10th of June. The only person that had a picnic in a cold month is,2019-04-17,cold,0,Fred
Alex,2019-04-21,Josh,2019-10-08,Frank,2019-07-22,"['Alex', 'Josh', 'Frank']",Alex visited their family on the 21st of April. Josh visited their family on the 8th of October. Frank visited their family on the 22nd of July. The only person that visited their family in a cold month is,2019-04-21,cold,0,Alex
Brandon,2019-03-20,Jack,2019-07-25,Michael,2019-08-30,"['Brandon', 'Jack', 'Michael']",Brandon arrived in Spain on the 20th of March. Jack arrived in Spain on the 25th of July. Michael arrived in Spain on the 30th of August. The only person that arrived in Spain in a cold month is,2019-03-20,cold,0,Brandon
Martin,2019-01-10,Blake,2019-07-04,Joy,2019-07-09,"['Martin', 'Blake', 'Joy']",Martin harvested a garden on the 10th of January. Blake harvested a garden on the 4th of July. Joy harvested a garden on the 9th of July. The only person that harvested a garden in a cold month is,2019-01-10,cold,0,Martin
Joy,2019-12-21,Mark,2019-05-13,Alex,2019-03-17,"['Joy', 'Mark', 'Alex']",Joy played chess on the 21st of December. Mark played chess on the 13th of May. Alex played chess on the 17th of March. The only person that played chess in a warm month is,2019-05-13,warm,1,Mark
Jason,2019-11-20,Josh,2019-10-08,George,2019-09-09,"['Jason', 'Josh', 'George']",Jason sent a package on the 20th of November. Josh sent a package on the 8th of October. George sent a package on the 9th of September. The only person that sent a package in a cold month is,2019-11-20,cold,0,Jason
Henry,2019-08-16,Ryan,2019-10-17,Hunter,2019-02-28,"['Henry', 'Ryan', 'Hunter']",Henry washed the car on the 16th of August. Ryan washed the car on the 17th of October. Hunter washed the car on the 28th of February. The only person that washed the car in a cold month is,2019-02-28,cold,0,Hunter
George,2019-06-19,Marco,2019-04-16,Tyler,2019-09-13,"['George', 'Marco', 'Tyler']",George watched a documentary on the 19th of June. Marco watched a documentary on the 16th of April. Tyler watched a documentary on the 13th of September. The only person that watched a documentary in a cold month is,2019-04-16,cold,0,Marco
George,2019-11-05,Jack,2019-08-28,Leon,2019-03-11,"['George', 'Jack', 'Leon']",George cleaned the shed on the 5th of November. Jack cleaned the shed on the 28th of August. Leon cleaned the shed on the 11th of March. The only person that cleaned the shed in a warm month is,2019-08-28,warm,1,Jack
Jack,2019-08-17,John,2019-07-11,Connor,2019-01-11,"['Jack', 'John', 'Connor']",Jack went camping on the 17th of August. John went camping on the 11th of July. Connor went camping on the 11th of January. The only person that went camping in a cold month is,2019-01-11,cold,0,Connor
April,2019-11-17,William,2019-04-27,Steve,2019-07-29,"['April', 'William', 'Steve']",April took a ferry on the 17th of November. William took a ferry on the 27th of April. Steve took a ferry on the 29th of July. The only person that took a ferry in a warm month is,2019-07-29,warm,1,Steve
Alex,2019-12-14,April,2019-08-21,Max,2019-01-16,"['Alex', 'April', 'Max']",Alex moved to a new city on the 14th of December. April moved to a new city on the 21st of August. Max moved to a new city on the 16th of January. The only person that moved to a new city in a warm month is,2019-08-21,warm,1,April
Leon,2019-02-24,Matt,2019-10-11,Jason,2019-05-04,"['Leon', 'Matt', 'Jason']",Leon visited their family on the 24th of February. Matt visited their family on the 11th of October. Jason visited their family on the 4th of May. The only person that visited their family in a cold month is,2019-02-24,cold,0,Leon
Hope,2019-11-18,George,2019-09-11,Andrew,2019-10-31,"['Hope', 'George', 'Andrew']",Hope renovated the kitchen on the 18th of November. George renovated the kitchen on the 11th of September. Andrew renovated the kitchen on the 31st of October. The only person that renovated the kitchen in a cold month is,2019-11-18,cold,0,Hope
Kyle,2019-10-18,Ian,2019-10-11,Hope,2019-04-16,"['Kyle', 'Ian', 'Hope']",Kyle went to a Chinese restaurant on the 18th of October. Ian went to a Chinese restaurant on the 11th of October. Hope went to a Chinese restaurant on the 16th of April. The only person that went to a Chinese restaurant in a cold month is,2019-04-16,cold,0,Hope
Rachel,2019-10-25,Brandon,2019-02-02,Peter,2019-11-29,"['Rachel', 'Brandon', 'Peter']",Rachel purchased a new laptop on the 25th of October. Brandon purchased a new laptop on the 2nd of February. Peter purchased a new laptop on the 29th of November. The only person that purchased a new laptop in a warm month is,2019-10-25,warm,1,Rachel
Jack,2019-07-25,Kevin,2019-03-10,Grant,2019-02-26,"['Jack', 'Kevin', 'Grant']",Jack watched a documentary on the 25th of July. Kevin watched a documentary on the 10th of March. Grant watched a documentary on the 26th of February. The only person that watched a documentary in a warm month is,2019-07-25,warm,1,Jack
